time_s,index,name,x,y,z,vx,vy,vz
1620,6,sat_6,4.95297e+06,-3.04307e+06,-4.03829e+06,5360.92,3160.24,4193.77
1620,7,sat_7,6.97917e+06,-709842,-941992,1250.52,4453.05,5909.39
1620,8,sat_8,6.33956e+06,1.89452e+06,2.51412e+06,-3337.55,4044.94,5367.82
1620,9,sat_9,3.27845e+06,3.77524e+06,5.00992e+06,-6650.78,2091.81,2775.93
1620,10,sat_10,-4.30512e+06,-4.22845e+06,3.69947e+06,1729.99,-5725.98,-4531.51
1620,11,sat_11,-4.29359e+06,-4.26618e+06,3.66944e+06,1761.92,-5694.43,-4558.88
1620,12,sat_12,-2.49336e+06,-6.61006e+06,436208,4103.4,-1942.15,-5975.32
1620,13,sat_13,620052,-6.2145e+06,-3.331e+06,4836.71,3078,-4842.16
1620,14,sat_14,3.46586e+06,-2.77527e+06,-5.51232e+06,3213.06,6650.34,-1328.01
1620,15,sat_15,4.60399e+06,2.03947e+06,-4.97432e+06,0.251017,6943.27,2846.98
1620,16,sat_16,3.4657e+06,5.84657e+06,-1.97649e+06,-3213.25,3802.9,5614.92
1620,17,sat_17,613383,6.76226e+06,1.99891e+06,-4837.66,-1218.31,5605.98
1620,18,sat_18,-2.54231e+06,4.33351e+06,4.98572e+06,-4069.5,-5637,2824.48
1620,19,sat_19,-4.44064e+06,-238478,5.50671e+06,-1288.67,-7267.77,-1353.94
1620,20,sat_20,6.0755e+06,-3.49493e+06,-986832,1553.94,4367.6,-5901.16
1620,21,sat_21,4.32761e+06,-5.16418e+06,2.16866e+06,4780.54,1681.91,-5534.61
1620,22,sat_22,5.93121e+06,-3.82803e+06,-516670,2088.54,4041.54,-5968.1
1620,23,sat_23,5.68187e+06,-200997,-4.21616e+06,-2759.87,5723.64,-3992.17
1620,24,sat_24,1.99148e+06,3.79809e+06,-5.63103e+06,-6280.68,4073.16,526.083
1620,25,sat_25,-3.04731e+06,5.39747e+06,-3.41778e+06,-5785.06,-243.335,4773.69
1620,26,sat_26,-6.09415e+06,3.44075e+06,1.05955e+06,-1469.56,-4415.69,5886.97
1620,27,sat_27,-5.10378e+06,-798879,4.83872e+06,3824.29,-5664.64,3098.55
1620,28,sat_28,-725819,-4.5093e+06,5.40735e+06,6581.24,-3154.28,-1747.04
1620,29,sat_29,4.13427e+06,-5.22629e+06,2.38615e+06,4969.16,1450.3,-5433.08
1620,30,sat_30,-987187,4.3797e+06,-5.47208e+06,-6542.89,-3353.27,-1503.5
1620,31,sat_31,4.97576e+06,4.85491e+06,-1.33105e+06,-4009.45,2512.33,-5824.68
1620,32,sat_32,4.0241e+06,5.2567e+06,-2.50474e+06,-5069.8,1320.99,-5372.75
1620,33,sat_33,-76310.6,4.79426e+06,-5.20665e+06,-6625.58,-2639.98,-2333.78
1620,34,sat_34,-4.92985e+06,1.0474e+06,-4.96986e+06,-4072.7,-5618.93,2855.72
1620,35,sat_35,-5.96246e+06,-3.76554e+06,-608127,1986.02,-4106.99,5958.41
1620,36,sat_36,-1.68968e+06,-5.30198e+06,4.37424e+06,6379.32,1098.91,3796.19
1620,37,sat_37,4.16203e+06,-1.97978e+06,5.37196e+06,4943.04,5329.14,-1865.72
1620,38,sat_38,6.1657e+06,3.18736e+06,1.38739e+06,-1083.31,4624.51,-5809.88
1620,39,sat_39,2.42743e+06,5.38989e+06,-3.89316e+06,-6105.86,-388.766,-4345.3
1620,40,sat_40,848503,-6.81263e+06,-1.72283e+06,4797.56,-845.968,5708.07
1620,41,sat_41,-4.43989e+06,234238,-5.5075e+06,1291.58,-7267.93,-1350.32
1620,42,sat_42,-4.55367e+06,1.05193e+06,-5.31578e+06,719.694,-7186.14,-2038.57
1620,43,sat_43,-3.47319e+06,-2.76007e+06,-5.51534e+06,3204.15,-6657.44,1313.86
1620,44,sat_44,272186,-6.65802e+06,-2.38679e+06,4872.64,-1748.36,5432.77
1620,45,sat_45,4.19638e+06,-4.55325e+06,3.42904e+06,2007.99,5438.82,4764.62
1620,46,sat_46,3.36527e+06,2.97818e+06,5.46858e+06,-3331.08,6550.93,-1517.73
1620,47,sat_47,-1.7897e+06,6.82676e+06,540737,-4497.28,-706.474,-5965.71
1620,48,sat_48,-4.59288e+06,1.58017e+06,-5.14865e+06,338.924,-7076.57,-2474.2
1620,49,sat_49,-1.13536e+06,-5.8436e+06,-3.82927e+06,4730.43,-3808.04,4408.65
1620,50,service_1,-4.16811e+06,2.80707e+06,5.01447e+06,-5392.88,-4907.2,-1725.14
1680,0,sat_0,-1.47793e+06,4.16584e+06,5.52825e+06,-7338.88,-942.993,-1251.39
1680,1,sat_1,-5.26439e+06,2.84743e+06,3.77867e+06,-5016.27,-3358.94,-4457.46
1680,2,sat_2,-7.04003e+06,441403,585762,-777.612,-4491.88,-5960.93
1680,3,sat_3,-6.12662e+06,-2.13322e+06,-2.83088e+06,3758.06,-3909.08,-5187.52
1680,4,sat_4,-2.87305e+06,-3.89303e+06,-5.16623e+06,6858.28,-1833.14,-2432.66
1680,5,sat_5,1.47793e+06,-4.16584e+06,-5.52825e+06,7338.88,942.993,1251.39
1680,6,sat_6,5.26439e+06,-2.84743e+06,-3.77867e+06,5016.27,3358.94,4457.46
1680,7,sat_7,7.04003e+06,-441403,-585762,777.612,4491.88,5960.93
1680,8,sat_8,6.12662e+06,2.13322e+06,2.83088e+06,-3758.06,3909.08,5187.52
1680,9,sat_9,2.87305e+06,3.89303e+06,5.16623e+06,-6858.28,1833.14,2432.66
1680,10,sat_10,-4.19269e+06,-4.56323e+06,3.42028e+06,2016.64,-5429.41,-4771.68
1680,11,sat_11,-4.17926e+06,-4.59899e+06,3.38867e+06,2047.73,-5395.39,-4796.97
1680,12,sat_12,-2.24228e+06,-6.71314e+06,77048.2,4263.15,-1492.73,-5992.63
1680,13,sat_13,908805,-6.01737e+06,-3.6146e+06,4785.13,3490.61,-4607.86
1680,14,sat_14,3.65151e+06,-2.3709e+06,-5.5808e+06,2972.97,6823.93,-953.815
1680,15,sat_15,4.59469e+06,2.45166e+06,-4.79356e+06,-310.043,6791.78,3176.47
1680,16,sat_16,3.26603e+06,6.06277e+06,-1.63582e+06,-3440.33,3401.17,5736.77
1680,17,sat_17,322079,6.67553e+06,2.331e+06,-4869.22,-1671.6,5459.92
1680,18,sat_18,-2.78117e+06,3.98676e+06,5.14499e+06,-3889.93,-5917.66,2482.75
1680,19,sat_19,-4.50893e+06,-673768,5.41439e+06,-986.782,-7237,-1722.33
1680,20,sat_20,6.15638e+06,-3.22598e+06,-1.33867e+06,1141.33,4594.31,-5822.72
1680,21,sat_21,4.6055e+06,-5.05289e+06,1.83242e+06,4479.21,2026.56,-5669.57
1680,22,sat_22,6.04444e+06,-3.57796e+06,-873469,1684.57,4291.36,-5921.21
1680,23,sat_23,5.50489e+06,142596,-4.447e+06,-3137.22,5725.61,-3699.94
1680,24,sat_24,1.61087e+06,4.03464e+06,-5.5881e+06,-6402.19,3808.94,904.533
1680,25,sat_25,-3.38801e+06,5.37196e+06,-3.12464e+06,-5567.98,-606.615,4994.39
1680,26,sat_26,-6.16994e+06,3.16902e+06,1.41039e+06,-1055.86,-4638.65,5803.65
1680,27,sat_27,-4.86416e+06,-1.13691e+06,5.01472e+06,4160.54,-5599.34,2766.17
1680,28,sat_28,-329743,-4.68931e+06,5.29166e+06,6616.84,-2843.99,-2107.94
1680,29,sat_29,4.42386e+06,-5.12876e+06,2.05556e+06,4680.48,1799.6,-5582.91
1680,30,sat_30,-1.3775e+06,4.16979e+06,-5.55116e+06,-6463.12,-3641.66,-1131.65
1680,31,sat_31,4.72529e+06,4.99572e+06,-1.67761e+06,-4336.69,2180.04,-5723.19
1680,32,sat_32,3.71198e+06,5.32528e+06,-2.82182e+06,-5330.76,964.031,-5193.07
1680,33,sat_33,-473423,4.62627e+06,-5.33605e+06,-6607.03,-2957.76,-1978.15
1680,34,sat_34,-5.16408e+06,708374,-4.78858e+06,-3732.2,-5678.15,3184.89
1680,35,sat_35,-5.83132e+06,-4.00418e+06,-249634,2383.86,-3844.9,5987.34
1680,36,sat_36,-1.30377e+06,-5.22537e+06,4.59301e+06,6480.29,1454.02,3493.7
1680,37,sat_37,4.45e+06,-1.65625e+06,5.24923e+06,4652.54,5451.79,-2224
1680,38,sat_38,6.08828e+06,3.4582e+06,1.03623e+06,-1496.67,4400.33,-5891.63
1680,39,sat_39,2.05641e+06,5.35568e+06,-4.14583e+06,-6257.11,-751.241,-4074.12
1680,40,sat_40,1.13445e+06,-6.84957e+06,-1.37709e+06,4730.68,-385.108,5812.63
1680,41,sat_41,-4.35346e+06,-202017,-5.57733e+06,1588.21,-7269.01,-976.406
1680,42,sat_42,-4.50131e+06,618926,-5.42726e+06,1025.14,-7242.5,-1676.18
1680,43,sat_43,-3.27404e+06,-3.15367e+06,-5.42541e+06,3431.75,-6457.95,1682.92
1680,44,sat_44,563797,-6.74938e+06,-2.05622e+06,4844.44,-1296.09,5582.64
1680,45,sat_45,4.30829e+06,-4.21794e+06,3.70778e+06,1721.1,5734.69,4523.87
1680,46,sat_46,3.15874e+06,3.36494e+06,5.36652e+06,-3551.15,6336.96,-1883.23
1680,47,sat_47,-2.05574e+06,6.77059e+06,181942,-4367.57,-1165.15,-5990.08
1680,48,sat_48,-4.56326e+06,1.15266e+06,-5.28659e+06,647.784,-7168.75,-2122.19
1680,49,sat_49,-849431,-6.06011e+06,-3.55719e+06,4797.38,-3406.5,4657.81
1680,50,service_1,-4.48311e+06,2.5072e+06,4.90098e+06,-5103.67,-5084.86,-2056.62
1740,0,sat_0,-1.91498e+06,4.10087e+06,5.44204e+06,-7224.42,-1221.85,-1621.45
1740,1,sat_1,-5.55452e+06,2.64027e+06,3.50376e+06,-4651.32,-3544.05,-4703.11
1740,2,sat_2,-7.07242e+06,171180,227163,-301.564,-4512.54,-5988.35
1740,3,sat_3,-5.8889e+06,-2.3633e+06,-3.1362e+06,4163.38,-3757.4,-4986.24
1740,4,sat_4,-2.45602e+06,-3.99507e+06,-5.30164e+06,7038.05,-1567.06,-2079.55
1740,5,sat_5,1.91498e+06,-4.10087e+06,-5.44204e+06,7224.42,1221.85,1621.45
1740,6,sat_6,5.55452e+06,-2.64027e+06,-3.50376e+06,4651.32,3544.05,4703.11
1740,7,sat_7,7.07242e+06,-171180,-227163,301.564,4512.54,5988.35
1740,8,sat_8,5.8889e+06,2.3633e+06,3.1362e+06,-4163.38,3757.4,4986.24
1740,9,sat_9,2.45602e+06,3.99507e+06,5.30164e+06,-7038.05,1567.06,2079.55
1740,10,sat_10,-4.06329e+06,-4.87954e+06,3.12726e+06,2295.14,-5110.88,-4992.55
1740,11,sat_11,-4.04803e+06,-4.91319e+06,3.09419e+06,2325.26,-5074.52,-5015.65
1740,12,sat_12,-1.98213e+06,-6.78907e+06,-282423,4405.65,-1037.26,-5985.71
1740,13,sat_13,1.19388e+06,-5.79591e+06,-3.88357e+06,4714.21,3889.11,-4354.93
1740,14,sat_14,3.82238e+06,-1.95695e+06,-5.62671e+06,2720.86,6969.92,-575.758
1740,15,sat_15,4.56681e+06,2.85394e+06,-4.5934e+06,-619.084,6612.8,3493.12
1740,16,sat_16,3.05314e+06,6.25444e+06,-1.28854e+06,-3653.49,2985.68,5835.41
1740,17,sat_17,29471.1,6.5618e+06,2.65366e+06,-4881.08,-2118.13,5291.78
1740,18,sat_18,-3.00878e+06,3.62387e+06,5.28345e+06,-3694.62,-6174.39,2130.97
1740,19,sat_19,-4.55897e+06,-1.10633e+06,5.30017e+06,-680.899,-7176.95,-2083.76
1740,20,sat_20,6.21236e+06,-2.94398e+06,-1.68509e+06,724.102,4802.44,-5720.72
1740,21,sat_21,4.86476e+06,-4.92115e+06,1.48877e+06,4159.75,2363.01,-5781.61
1740,22,sat_22,6.13322e+06,-3.31341e+06,-1.22674e+06,1273.79,4523.83,-5850.37
1740,23,sat_23,5.30565e+06,485613,-4.65986e+06,-3501.89,5704.42,-3392.74
1740,24,sat_24,1.22374e+06,4.25486e+06,-5.52256e+06,-6497.81,3529.32,1279.32
1740,25,sat_25,-3.71501e+06,5.32473e+06,-2.81886e+06,-5328.38,-967.442,5194.88
1740,26,sat_26,-6.22077e+06,2.88448e+06,1.75552e+06,-637.89,-4842.85,5696.86
1740,27,sat_27,-4.60486e+06,-1.47035e+06,5.17044e+06,4479.95,-5511.39,2422.6
1740,28,sat_28,67666.7,-4.85035e+06,5.15456e+06,6625.68,-2522.19,-2460.32
1740,29,sat_29,4.69555e+06,-5.01048e+06,1.71666e+06,4372.86,2141.63,-5710.16
1740,30,sat_30,-1.76224e+06,3.943e+06,-5.60779e+06,-6357.21,-3915.33,-755.235
1740,31,sat_31,4.45571e+06,5.11633e+06,-2.01737e+06,-4646.39,1838.93,-5598.55
1740,32,sat_32,3.38484e+06,5.37231e+06,-3.12749e+06,-5570.15,603.175,-4992.38
1740,33,sat_33,-868620,4.43957e+06,-5.44387e+06,-6561.76,-3263.57,-1614.51
1740,34,sat_34,-5.37741e+06,366482,-4.58793e+06,-3376.61,-5714.41,3501.19
1740,35,sat_35,-5.67659e+06,-4.22662e+06,109870,2772.05,-3567.26,5992.06
1740,36,sat_36,-912574,-5.12762e+06,4.7932e+06,6555.06,1803.25,3177.08
1740,37,sat_37,4.71996e+06,-1.32601e+06,5.10526e+06,4343.21,5552.39,-2573.28
1740,38,sat_38,5.98622e+06,3.71505e+06,680876,-1903.97,4158.36,-5949.56
1740,39,sat_39,1.67708e+06,5.2998e+06,-4.38173e+06,-6383.05,-1110.68,-3786.47
1740,40,sat_40,1.4158e+06,-6.85881e+06,-1.02578e+06,4644.65,77.3102,5893.69
1740,41,sat_41,-4.24943e+06,-637455,-5.62459e+06,1878.4,-7240.7,-598.537
1740,42,sat_42,-4.43073e+06,183417,-5.51679e+06,1326.44,-7269.57,-1307.01
1740,43,sat_43,-3.06166e+06,-3.53451e+06,-5.31353e+06,3645.47,-6232.35,2045.17
1740,44,sat_44,853127,-6.81344e+06,-1.71733e+06,4796.64,-838.586,5709.93
1740,45,sat_45,4.40277e+06,-3.86555e+06,3.97153e+06,1427.26,6007.37,4264.83
1740,46,sat_46,2.93942e+06,3.7381e+06,5.24275e+06,-3756.86,6097.36,-2241.11
1740,47,sat_47,-2.31346e+06,6.68703e+06,-177589,-4220.18,-1619.11,-5990.23
1740,48,sat_48,-4.51519e+06,720496,-5.40314e+06,954.023,-7231.94,-1761.6
1740,49,sat_49,-560064,-6.2521e+06,-3.27071e+06,4844.93,-2991.18,4888.13
1740,50,service_1,-4.78014e+06,2.19729e+06,4.76784e+06,-4794.04,-5242.11,-2379.8
1800,0,sat_0,-2.34428e+06,4.01931e+06,5.33381e+06,-7080.75,-1495.76,-1984.95
1800,1,sat_1,-5.82217e+06,2.42243e+06,3.21467e+06,-4267.55,-3714.83,-4929.74
1800,2,sat_2,-7.0762e+06,-99736.8,-132355,175.704,-4514.95,-5991.55
1800,3,sat_3,-5.62735e+06,-2.58381e+06,-3.42883e+06,4551.85,-3590.52,-4764.78
1800,4,sat_4,-2.02905e+06,-4.08095e+06,-5.41561e+06,7189.34,-1294.63,-1718.03
1800,5,sat_5,2.34428e+06,-4.01931e+06,-5.33381e+06,7080.75,1495.76,1984.95
1800,6,sat_6,5.82217e+06,-2.42243e+06,-3.21467e+06,4267.55,3714.83,4929.74
1800,7,sat_7,7.0762e+06,99736.8,132355,-175.704,4514.95,5991.55
1800,8,sat_8,5.62735e+06,2.58381e+06,3.42883e+06,-4551.85,3590.52,4764.78
1800,9,sat_9,2.02905e+06,4.08095e+06,5.41561e+06,-7189.34,1294.63,1718.03
1800,10,sat_10,-3.91746e+06,-5.17612e+06,2.82158e+06,2564.35,-4771.68,-5193.22
1800,11,sat_11,-3.90042e+06,-5.20752e+06,2.7872e+06,2593.38,-4733.12,-5214.04
1800,12,sat_12,-1.71396e+06,-6.83753e+06,-640752,4530.33,-577.605,-5954.56
1800,13,sat_13,1.47413e+06,-5.55099e+06,-4.13684e+06,4624.21,4271.87,-4084.38
1800,14,sat_14,3.97779e+06,-1.53508e+06,-5.64985e+06,2457.74,7087.71,-195.371
1800,15,sat_15,4.52045e+06,3.24467e+06,-4.37467e+06,-925.62,6407.08,3795.63
1800,16,sat_16,2.82791e+06,6.42081e+06,-936043,-3851.87,2558.11,5910.45
1800,17,sat_17,-263256,6.42153e+06,2.96559e+06,-4873.19,-2556.09,5102.23
1800,18,sat_18,-3.22423e+06,3.24633e+06,5.40053e+06,-3484.37,-6406.14,1770.57
1800,19,sat_19,-4.59058e+06,-1.53442e+06,5.16451e+06,-372.261,-7087.87,-2436.76
1800,20,sat_20,6.24322e+06,-2.65008e+06,-2.02469e+06,303.944,4991.14,-5595.58
1800,21,sat_21,5.10433e+06,-4.76952e+06,1.13909e+06,3823.47,2689.9,-5870.25
1800,22,sat_22,6.1972e+06,-3.03546e+06,-1.57504e+06,857.855,4737.99,-5755.85
1800,23,sat_23,5.08495e+06,826665,-4.85386e+06,-3852.39,5660.15,-3071.82
1800,24,sat_24,831656,4.45787e+06,-5.43468e+06,-6567.15,3235.42,1648.94
1800,25,sat_25,-4.02699e+06,5.25595e+06,-2.50168e+06,-5067.22,-1324.35,5374.35
1800,26,sat_26,-6.24643e+06,2.58827e+06,2.09355e+06,-217.34,-5027.46,5567.02
1800,27,sat_27,-4.32693e+06,-1.79783e+06,5.30524e+06,4781.24,-5401.14,2069.23
1800,28,sat_28,464803,-4.99177e+06,4.99662e+06,6607.72,-2190.19,-2802.74
1800,29,sat_29,4.94824e+06,-4.87194e+06,1.37081e+06,4047.55,2474.98,-5814.3
1800,30,sat_30,-2.13985e+06,3.70026e+06,-5.64173e+06,-6225.59,-4173.15,-375.761
1800,31,sat_31,4.1681e+06,5.21625e+06,-2.34898e+06,-4937.29,1490.39,-5451.26
1800,32,sat_32,3.04401e+06,5.39761e+06,-3.4205e+06,-5787.01,239.878,-4771.5
1800,33,sat_33,-1.2603e+06,4.23491e+06,-5.52967e+06,-6489.95,-3556.19,-1244.35
1800,34,sat_34,-5.569e+06,23107,-4.36872e+06,-3007.36,-5727.55,3803.32
1800,35,sat_35,-5.49889e+06,-4.43196e+06,468929,3149.03,-3275.18,5972.53
1800,36,sat_36,-517690,-5.00913e+06,4.974e+06,6603.3,2145.19,2847.61
1800,37,sat_37,4.97083e+06,-990409,4.94064e+06,4016.32,5630.53,-2912.15
1800,38,sat_38,5.85995e+06,3.95687e+06,322766,-2303.57,3899.57,-5983.41
1800,39,sat_39,1.29096e+06,5.22249e+06,-4.5999e+06,-6483.17,-1465.62,-3483.5
1800,40,sat_40,1.69143e+06,-6.8403e+06,-670325,4539.83,539.416,5950.9
1800,41,sat_41,-4.12821e+06,-1.07031e+06,-5.6491e+06,2161,-7183.09,-218.247
1800,42,sat_42,-4.34224e+06,-252834,-5.584e+06,1622.38,-7267.23,-932.548
1800,43,sat_43,-2.83688e+06,-3.90104e+06,-5.18015e+06,3844.44,-5981.53,2399.15
1800,44,sat_44,1.13901e+06,-6.84994e+06,-1.37149e+06,4729.44,-377.686,5814.12
1800,45,sat_45,4.47945e+06,-3.49754e+06,4.21922e+06,1127.64,6255.74,3988.54
1800,46,sat_46,2.70822e+06,4.09613e+06,5.09777e+06,-3947.36,5833.09,-2589.92
1800,47,sat_47,-2.56182e+06,6.57643e+06,-536401,-4055.73,-2066.52,-5966.15
1800,48,sat_48,-4.44886e+06,285415,-5.49784e+06,1256.4,-7265.87,-1393.88
1800,49,sat_49,-268432,-6.41881e+06,-2.97101e+06,4872.87,-2563.76,5098.68
1800,50,service_1,-5.05802e+06,1.87857e+06,4.61559e+06,-4465.27,-5378.32,-2693.38
1860,0,sat_0,-2.7641e+06,3.9215e+06,5.204e+06,-6908.43,-1763.63,-2340.41
1860,1,sat_1,-6.06628e+06,2.19479e+06,2.91259e+06,-3866.52,-3870.58,-5136.43
1860,2,sat_2,-7.05135e+06,-370250,-491338,652.262,-4499.1,-5970.51
1860,3,sat_3,-5.34304e+06,-2.79387e+06,-3.70759e+06,4921.91,-3409.12,-4524.05
1860,4,sat_4,-1.59388e+06,-4.15032e+06,-5.50767e+06,7311.55,-1016.97,-1349.56
1860,5,sat_5,2.7641e+06,-3.9215e+06,-5.204e+06,6908.43,1763.63,2340.41
1860,6,sat_6,6.06628e+06,-2.19479e+06,-2.91259e+06,3866.52,3870.58,5136.43
1860,7,sat_7,7.05135e+06,370250,491338,-652.262,4499.1,5970.51
1860,8,sat_8,5.34304e+06,2.79387e+06,3.70759e+06,-4921.91,3409.12,4524.05
1860,9,sat_9,1.59388e+06,4.15032e+06,5.50767e+06,-7311.55,1016.97,1349.56
1860,10,sat_10,-3.75578e+06,-5.45176e+06,2.50449e+06,2823.18,-4413.18,-5372.88
1860,11,sat_11,-3.73703e+06,-5.48078e+06,2.46893e+06,2851.01,-4372.58,-5391.35
1860,12,sat_12,-1.43886e+06,-6.85833e+06,-996489,4636.68,-115.609,-5899.34
1860,13,sat_13,1.74841e+06,-5.28363e+06,-4.37337e+06,4515.5,4637.34,-3797.31
1860,14,sat_14,4.11711e+06,-1.10699e+06,-5.65013e+06,2184.68,7176.84,185.805
1860,15,sat_15,4.45581e+06,3.62227e+06,-4.13823e+06,-1228.41,6175.44,4082.79
1860,16,sat_16,2.59123e+06,6.56121e+06,-579762,-4034.67,2120.2,5961.59
1860,17,sat_17,-554917,6.25528e+06,3.26552e+06,-4845.59,-2983.71,4892.04
1860,18,sat_18,-3.42663e+06,2.85565e+06,5.49577e+06,-3260.02,-6611.97,1403.01
1860,19,sat_19,-4.60361e+06,-1.9563e+06,5.00796e+06,-62.118,-6970.12,-2779.9
1860,20,sat_20,6.24881e+06,-2.34545e+06,-2.3561e+06,-117.444,5159.65,-5447.8
1860,21,sat_21,5.32326e+06,-4.59858e+06,784811,3471.72,3005.91,-5935.15
1860,22,sat_22,6.2361e+06,-2.74524e+06,-1.91697e+06,438.449,4932.99,-5638.06
1860,23,sat_23,4.84368e+06,1.16437e+06,-5.02823e+06,-4187.31,5592.99,-2738.47
1860,24,sat_24,436211,4.64285e+06,-5.32482e+06,-6609.91,2928.43,2011.88
1860,25,sat_25,-4.32267e+06,5.16591e+06,-2.17437e+06,-4785.57,-1675.91,5532.09
1860,26,sat_26,-6.24683e+06,2.28159e+06,2.42311e+06,204.089,-5191.73,5414.66
1860,27,sat_27,-4.03149e+06,-2.11805e+06,5.41857e+06,5063.19,-5269.05,1707.48
1860,28,sat_28,860059,-5.113e+06,4.81846e+06,6563.03,-1849.34,-3133.83
1860,29,sat_29,5.18093e+06,-4.71369e+06,1.01941e+06,3705.86,2798.33,-5894.93
1860,30,sat_30,-2.50881e+06,3.44256e+06,-5.65285e+06,-6068.77,-4414.1,5.23356
1860,31,sat_31,3.86364e+06,5.29506e+06,-2.67108e+06,-5208.22,1135.82,-5281.92
1860,32,sat_32,2.69087e+06,5.40108e+06,-3.69968e+06,-5980.46,-124.388,-4531.32
1860,33,sat_33,-1.64689e+06,4.01312e+06,-5.59309e+06,-6391.88,-3834.41,-869.148
1860,34,sat_34,-5.73805e+06,-320361,-4.13184e+06,-2625.95,-5717.53,4090.06
1860,35,sat_35,-5.29896e+06,-4.61938e+06,826090,3513.26,-2969.86,5928.85
1860,36,sat_36,-120712,-4.87037e+06,5.13468e+06,6624.84,2478.45,2506.62
1860,37,sat_37,5.2016e+06,-650802,4.75604e+06,3673.17,5685.89,-3239.25
1860,38,sat_38,5.70998e+06,4.18268e+06,-36649.8,-2693.86,3625,-5993.06
1860,39,sat_39,899625,5.12405e+06,-4.79946e+06,-6557.07,-1814.63,-3166.43
1860,40,sat_40,1.96021e+06,-6.79413e+06,-312155,4416.66,999.339,5984.05
1860,41,sat_41,-3.99028e+06,-1.49884e+06,-5.65076e+06,2434.86,-7096.42,162.926
1860,42,sat_42,-4.23618e+06,-688062,-5.62862e+06,1911.75,-7235.49,-554.318
1860,43,sat_43,-2.60063e+06,-4.2518e+06,-5.02582e+06,4027.86,-5706.51,2743.42
1860,44,sat_44,1.42028e+06,-6.85873e+06,-1.0201e+06,4643.11,84.7418,5894.8
1860,45,sat_45,4.538e+06,-3.11537e+06,4.44984e+06,823.456,6478.81,3696.11
1860,46,sat_46,2.46606e+06,4.4376e+06,4.93217e+06,-4121.91,5545.23,-2928.25
1860,47,sat_47,-2.79982e+06,6.43922e+06,-893044,-3874.87,-2505.57,-5917.93
1860,48,sat_48,-4.36453e+06,-150820,-5.57029e+06,1553.7,-7270.41,-1020.53
1860,49,sat_49,24286,-6.55955e+06,-2.65928e+06,4881.11,-2125.96,5288.61
1860,50,service_1,-5.31562e+06,1.55232e+06,4.44485e+06,-4118.66,-5492.95,-2996.11
1920,0,sat_0,-3.17273e+06,3.80782e+06,5.05315e+06,-6708.17,-2024.36,-2686.41
1920,1,sat_1,-6.28585e+06,1.95827e+06,2.59872e+06,-3449.86,-4010.67,-5322.34
1920,2,sat_2,-6.99798e+06,-639265,-848333,1126.18,-4465.05,-5925.32
1920,3,sat_3,-5.03712e+06,-2.99263e+06,-3.97135e+06,5272.06,-3213.93,-4265.02
1920,4,sat_4,-1.15226e+06,-4.20291e+06,-5.57745e+06,7404.18,-735.194,-975.636
1920,5,sat_5,3.17273e+06,-3.80782e+06,-5.05315e+06,6708.17,2024.36,2686.41
1920,6,sat_6,6.28585e+06,-1.95827e+06,-2.59872e+06,3449.86,4010.67,5322.34
1920,7,sat_7,6.99798e+06,639265,848333,-1126.18,4465.05,5925.32
1920,8,sat_8,5.03712e+06,2.99263e+06,3.97135e+06,-5272.06,3213.93,4265.02
1920,9,sat_9,1.15226e+06,4.20291e+06,5.57745e+06,-7404.18,735.194,975.636
1920,10,sat_10,-3.5789e+06,-5.70535e+06,2.17727e+06,3070.6,-4036.82,-5530.81
1920,11,sat_11,-3.55853e+06,-5.73188e+06,2.14067e+06,3097.11,-3994.35,-5546.84
1920,12,sat_12,-1.15793e+06,-6.85139e+06,-1.3482e+06,4724.27,346.854,-5820.24
1920,13,sat_13,2.01562e+06,-4.99489e+06,-4.59221e+06,4388.53,4984.06,-3494.88
1920,14,sat_14,4.23977e+06,-674436,-5.62757e+06,1902.78,7236.93,566.23
1920,15,sat_15,4.37314e+06,3.98522e+06,-3.88506e+06,-1526.23,5918.82,4353.44
1920,16,sat_16,2.34407e+06,6.67506e+06,-221135,-4201.15,1673.71,5988.6
1920,17,sat_17,-844335,6.06372e+06,3.55224e+06,-4798.39,-3399.26,4662.06
1920,18,sat_18,-3.61516e+06,2.45343e+06,5.56878e+06,-3022.48,-6791.06,1029.78
1920,19,sat_19,-4.59803e+06,-2.37027e+06,4.83115e+06,248.276,-6824.17,-3111.8
1920,20,sat_20,6.22913e+06,-2.03134e+06,-2.67799e+06,-538.356,5307.29,-5277.99
1920,21,sat_21,5.52066e+06,-4.40905e+06,427355,3105.93,3309.76,-5976.04
1920,22,sat_22,6.24977e+06,-2.44391e+06,-2.25115e+06,17.269,5108.03,-5497.46
1920,23,sat_23,4.58281e+06,1.49737e+06,-5.18225e+06,-4505.29,5503.2,-2394.05
1920,24,sat_24,39001.6,4.80904e+06,-5.19342e+06,-6625.94,2609.59,2366.69
1920,25,sat_25,-4.60087e+06,5.05498e+06,-1.83828e+06,-4484.55,-2020.69,5667.44
1920,26,sat_26,-6.22196e+06,1.96569e+06,2.74287e+06,624.692,-5335.01,5240.4
1920,27,sat_27,-3.71975e+06,-2.42969e+06,5.51e+06,5324.66,-5115.64,1338.84
1920,28,sat_28,1.25184e+06,-5.21354e+06,4.62081e+06,6491.79,-1501,-3452.24
1920,29,sat_29,5.39265e+06,-4.53637e+06,663891,3349.19,3110.36,-5951.71
